,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,pres_raw_county_vote_totals_two_party
49851,2020.0,27099.0,G,PRES,Republican President Re-election,8899.0,10025.0,18924.0
49885,2004.0,27101.0,G,PRES,Republican President Re-election,2218.0,2719.0,4937.0
49886,2008.0,27101.0,G,PRES,Open Seat,2345.0,2320.0,4665.0
49887,2012.0,27101.0,G,PRES,Democratic President Re-election,2160.0,2504.0,4664.0
49888,2016.0,27101.0,G,PRES,Open Seat,1295.0,2974.0,4269.0
49889,2020.0,27101.0,G,PRES,Republican President Re-election,1449.0,3363.0,4812.0
49924,2004.0,27103.0,G,PRES,Republican President Re-election,8797.0,8689.0,17486.0
49925,2008.0,27103.0,G,PRES,Open Seat,9887.0,7968.0,17855.0
49926,2012.0,27103.0,G,PRES,Democratic President Re-election,9652.0,8214.0,17866.0
49927,2016.0,27103.0,G,PRES,Open Seat,7886.0,8437.0,16323.0
49928,2020.0,27103.0,G,PRES,Republican President Re-election,9622.0,9018.0,18640.0
49962,2004.0,27105.0,G,PRES,Republican President Re-election,3898.0,5159.0,9057.0
49963,2008.0,27105.0,G,PRES,Open Seat,4244.0,4368.0,8612.0
49964,2012.0,27105.0,G,PRES,Democratic President Re-election,3793.0,4581.0,8374.0
49965,2016.0,27105.0,G,PRES,Open Seat,2733.0,5299.0,8032.0
49966,2020.0,27105.0,G,PRES,Republican President Re-election,2933.0,5600.0,8533.0
49997,2004.0,27107.0,G,PRES,Republican President Re-election,1954.0,1794.0,3748.0
49998,2008.0,27107.0,G,PRES,Open Seat,2129.0,1204.0,3333.0
49999,2012.0,27107.0,G,PRES,Democratic President Re-election,1730.0,1384.0,3114.0
50000,2016.0,27107.0,G,PRES,Open Seat,1264.0,1699.0,2963.0
50001,2020.0,27107.0,G,PRES,Republican President Re-election,1404.0,1953.0,3357.0
50036,2004.0,27109.0,G,PRES,Republican President Re-election,33285.0,37371.0,70656.0
50037,2008.0,27109.0,G,PRES,Open Seat,38711.0,36202.0,74913.0
50038,2012.0,27109.0,G,PRES,Democratic President Re-election,39338.0,36832.0,76170.0
50039,2016.0,27109.0,G,PRES,Open Seat,36268.0,35668.0,71936.0
50040,2020.0,27109.0,G,PRES,Republican President Re-election,49491.0,39692.0,89183.0
50075,2004.0,27111.0,G,PRES,Republican President Re-election,12038.0,19734.0,31772.0
50076,2008.0,27111.0,G,PRES,Open Seat,13856.0,18077.0,31933.0
50077,2012.0,27111.0,G,PRES,Democratic President Re-election,12165.0,18860.0,31025.0
50078,2016.0,27111.0,G,PRES,Open Seat,9340.0,20939.0,30279.0
50079,2020.0,27111.0,G,PRES,Republican President Re-election,11958.0,23800.0,35758.0
50103,2004.0,27113.0,G,PRES,Republican President Re-election,3117.0,3767.0,6884.0
50104,2008.0,27113.0,G,PRES,Open Seat,3394.0,3248.0,6642.0
50105,2012.0,27113.0,G,PRES,Democratic President Re-election,3024.0,3305.0,6329.0
50106,2016.0,27113.0,G,PRES,Open Seat,2147.0,4000.0,6147.0
50107,2020.0,27113.0,G,PRES,Republican President Re-election,2568.0,4532.0,7100.0
50142,2004.0,27115.0,G,PRES,Republican President Re-election,7228.0,7033.0,14261.0
50143,2008.0,27115.0,G,PRES,Open Seat,7084.0,6862.0,13946.0
50144,2012.0,27115.0,G,PRES,Democratic President Re-election,6750.0,6845.0,13595.0
50145,2016.0,27115.0,G,PRES,Open Seat,4580.0,8191.0,12771.0
50146,2020.0,27115.0,G,PRES,Republican President Re-election,5419.0,10256.0,15675.0
50178,2004.0,27117.0,G,PRES,Republican President Re-election,1900.0,3066.0,4966.0
50179,2008.0,27117.0,G,PRES,Open Seat,2023.0,2652.0,4675.0
50180,2012.0,27117.0,G,PRES,Democratic President Re-election,1725.0,2826.0,4551.0
50181,2016.0,27117.0,G,PRES,Open Seat,1127.0,3338.0,4465.0
50182,2020.0,27117.0,G,PRES,Republican President Re-election,1306.0,3553.0,4859.0
50216,2004.0,27119.0,G,PRES,Republican President Re-election,6729.0,8724.0,15453.0
50217,2008.0,27119.0,G,PRES,Open Seat,7850.0,7148.0,14998.0
50218,2012.0,27119.0,G,PRES,Democratic President Re-election,6773.0,7615.0,14388.0
50219,2016.0,27119.0,G,PRES,Open Seat,4712.0,8979.0,13691.0
50220,2020.0,27119.0,G,PRES,Republican President Re-election,5439.0,9865.0,15304.0
50255,2004.0,27121.0,G,PRES,Republican President Re-election,3301.0,3303.0,6604.0
50256,2008.0,27121.0,G,PRES,Open Seat,3317.0,3069.0,6386.0
50257,2012.0,27121.0,G,PRES,Democratic President Re-election,2981.0,3142.0,6123.0
50258,2016.0,27121.0,G,PRES,Open Seat,2106.0,3793.0,5899.0
50259,2020.0,27121.0,G,PRES,Republican President Re-election,2477.0,4417.0,6894.0
50294,2004.0,27123.0,G,PRES,Republican President Re-election,171846.0,97096.0,268942.0
50295,2008.0,27123.0,G,PRES,Open Seat,182974.0,88942.0,271916.0
50296,2012.0,27123.0,G,PRES,Democratic President Re-election,184938.0,86800.0,271738.0
50297,2016.0,27123.0,G,PRES,Open Seat,177738.0,70894.0,248632.0
50298,2020.0,27123.0,G,PRES,Republican President Re-election,211620.0,77376.0,288996.0
50325,2004.0,27125.0,G,PRES,Republican President Re-election,963.0,1164.0,2127.0
50326,2008.0,27125.0,G,PRES,Open Seat,1120.0,983.0,2103.0
50327,2012.0,27125.0,G,PRES,Democratic President Re-election,928.0,978.0,1906.0
50328,2016.0,27125.0,G,PRES,Open Seat,540.0,1141.0,1681.0
50329,2020.0,27125.0,G,PRES,Republican President Re-election,691.0,1454.0,2145.0
50364,2004.0,27127.0,G,PRES,Republican President Re-election,3104.0,4898.0,8002.0
50365,2008.0,27127.0,G,PRES,Open Seat,3250.0,4308.0,7558.0
50366,2012.0,27127.0,G,PRES,Democratic President Re-election,3008.0,4570.0,7578.0
50367,2016.0,27127.0,G,PRES,Open Seat,1887.0,5137.0,7024.0
50368,2020.0,27127.0,G,PRES,Republican President Re-election,2355.0,5771.0,8126.0
50403,2004.0,27129.0,G,PRES,Republican President Re-election,3787.0,4430.0,8217.0
50404,2008.0,27129.0,G,PRES,Open Seat,3904.0,3956.0,7860.0
50405,2012.0,27129.0,G,PRES,Democratic President Re-election,3394.0,4149.0,7543.0
50406,2016.0,27129.0,G,PRES,Open Seat,2117.0,4890.0,7007.0
50407,2020.0,27129.0,G,PRES,Republican President Re-election,2496.0,5467.0,7963.0
50442,2004.0,27131.0,G,PRES,Republican President Re-election,16425.0,13881.0,30306.0
50443,2008.0,27131.0,G,PRES,Open Seat,17381.0,13723.0,31104.0
50444,2012.0,27131.0,G,PRES,Democratic President Re-election,17054.0,14384.0,31438.0
50445,2016.0,27131.0,G,PRES,Open Seat,14437.0,15429.0,29866.0
50446,2020.0,27131.0,G,PRES,Republican President Re-election,17402.0,17464.0,34866.0
50480,2004.0,27133.0,G,PRES,Republican President Re-election,2000.0,3111.0,5111.0
50481,2008.0,27133.0,G,PRES,Open Seat,2079.0,2775.0,4854.0
50482,2012.0,27133.0,G,PRES,Democratic President Re-election,1946.0,2810.0,4756.0
50483,2016.0,27133.0,G,PRES,Open Seat,1373.0,3091.0,4464.0
50484,2020.0,27133.0,G,PRES,Republican President Re-election,1556.0,3583.0,5139.0
50512,2004.0,27135.0,G,PRES,Republican President Re-election,2442.0,5355.0,7797.0
50513,2008.0,27135.0,G,PRES,Open Seat,3097.0,4438.0,7535.0
50514,2012.0,27135.0,G,PRES,Democratic President Re-election,2772.0,4409.0,7181.0
50515,2016.0,27135.0,G,PRES,Open Seat,1856.0,5451.0,7307.0
50516,2020.0,27135.0,G,PRES,Republican President Re-election,2188.0,6065.0,8253.0
50551,2004.0,27137.0,G,PRES,Republican President Re-election,77958.0,40112.0,118070.0
50552,2008.0,27137.0,G,PRES,Open Seat,77351.0,38742.0,116093.0
50553,2012.0,27137.0,G,PRES,Democratic President Re-election,73378.0,39131.0,112509.0
50554,2016.0,27137.0,G,PRES,Open Seat,57771.0,44630.0,102401.0
50555,2020.0,27137.0,G,PRES,Republican President Re-election,67704.0,49017.0,116721.0
50590,2004.0,27139.0,G,PRES,Republican President Re-election,23958.0,36055.0,60013.0
50591,2008.0,27139.0,G,PRES,Open Seat,29208.0,36724.0,65932.0
50592,2012.0,27139.0,G,PRES,Democratic President Re-election,29712.0,40323.0,70035.0
50593,2016.0,27139.0,G,PRES,Open Seat,28502.0,39948.0,68450.0
50594,2020.0,27139.0,G,PRES,Republican President Re-election,40040.0,45872.0,85912.0
50629,2004.0,27141.0,G,PRES,Republican President Re-election,15816.0,25182.0,40998.0
50630,2008.0,27141.0,G,PRES,Open Seat,17957.0,26140.0,44097.0
50631,2012.0,27141.0,G,PRES,Democratic President Re-election,17597.0,27848.0,45445.0
50632,2016.0,27141.0,G,PRES,Open Seat,13293.0,31053.0,44346.0
50633,2020.0,27141.0,G,PRES,Republican President Re-election,18065.0,36222.0,54287.0
50668,2004.0,27143.0,G,PRES,Republican President Re-election,3109.0,4669.0,7778.0
50669,2008.0,27143.0,G,PRES,Open Seat,2998.0,4492.0,7490.0
50670,2012.0,27143.0,G,PRES,Democratic President Re-election,2916.0,4693.0,7609.0
50671,2016.0,27143.0,G,PRES,Open Seat,1954.0,5193.0,7147.0
50672,2020.0,27143.0,G,PRES,Republican President Re-election,2417.0,5864.0,8281.0
50707,2004.0,27145.0,G,PRES,Republican President Re-election,32659.0,41726.0,74385.0
50708,2008.0,27145.0,G,PRES,Open Seat,35690.0,41194.0,76884.0
50709,2012.0,27145.0,G,PRES,Democratic President Re-election,33551.0,43015.0,76566.0
50710,2016.0,27145.0,G,PRES,Open Seat,25576.0,47617.0,73193.0
50711,2020.0,27145.0,G,PRES,Republican President Re-election,31879.0,50959.0,82838.0
50746,2004.0,27147.0,G,PRES,Republican President Re-election,7994.0,10389.0,18383.0
50747,2008.0,27147.0,G,PRES,Open Seat,9016.0,10068.0,19084.0
50748,2012.0,27147.0,G,PRES,Democratic President Re-election,8706.0,9903.0,18609.0
50749,2016.0,27147.0,G,PRES,Open Seat,6241.0,11198.0,17439.0
50750,2020.0,27147.0,G,PRES,Republican President Re-election,7917.0,12656.0,20573.0
50784,2004.0,27149.0,G,PRES,Republican President Re-election,2821.0,3030.0,5851.0
50785,2008.0,27149.0,G,PRES,Open Seat,2781.0,2710.0,5491.0
50786,2012.0,27149.0,G,PRES,Democratic President Re-election,2742.0,2766.0,5508.0
50787,2016.0,27149.0,G,PRES,Open Seat,2116.0,2799.0,4915.0
50788,2020.0,27149.0,G,PRES,Republican President Re-election,1922.0,3044.0,4966.0
50822,2004.0,27151.0,G,PRES,Republican President Re-election,3165.0,2481.0,5646.0
50823,2008.0,27151.0,G,PRES,Open Seat,2907.0,2184.0,5091.0
50824,2012.0,27151.0,G,PRES,Democratic President Re-election,2751.0,2248.0,4999.0
50825,2016.0,27151.0,G,PRES,Open Seat,1686.0,2963.0,4649.0
50826,2020.0,27151.0,G,PRES,Republican President Re-election,1784.0,3316.0,5100.0
50861,2004.0,27153.0,G,PRES,Republican President Re-election,5034.0,6945.0,11979.0
50862,2008.0,27153.0,G,PRES,Open Seat,5277.0,6637.0,11914.0
50863,2012.0,27153.0,G,PRES,Democratic President Re-election,4819.0,6719.0,11538.0
50864,2016.0,27153.0,G,PRES,Open Seat,2783.0,8485.0,11268.0
50865,2020.0,27153.0,G,PRES,Republican President Re-election,3286.0,9753.0,13039.0
50897,2004.0,27155.0,G,PRES,Republican President Re-election,1026.0,1076.0,2102.0
50898,2008.0,27155.0,G,PRES,Open Seat,1043.0,933.0,1976.0
50899,2012.0,27155.0,G,PRES,Democratic President Re-election,943.0,861.0,1804.0
50900,2016.0,27155.0,G,PRES,Open Seat,630.0,1049.0,1679.0
50901,2020.0,27155.0,G,PRES,Republican President Re-election,661.0,1172.0,1833.0
50936,2004.0,27157.0,G,PRES,Republican President Re-election,5548.0,6120.0,11668.0
50937,2008.0,27157.0,G,PRES,Open Seat,5646.0,5935.0,11581.0
50938,2012.0,27157.0,G,PRES,Democratic President Re-election,5415.0,6049.0,11464.0
50939,2016.0,27157.0,G,PRES,Open Seat,3866.0,6989.0,10855.0
50940,2020.0,27157.0,G,PRES,Republican President Re-election,4696.0,8153.0,12849.0
50973,2004.0,27159.0,G,PRES,Republican President Re-election,2791.0,4214.0,7005.0
50974,2008.0,27159.0,G,PRES,Open Seat,2882.0,4128.0,7010.0
50975,2012.0,27159.0,G,PRES,Democratic President Re-election,2492.0,4143.0,6635.0
50976,2016.0,27159.0,G,PRES,Open Seat,1684.0,4837.0,6521.0
50977,2020.0,27159.0,G,PRES,Republican President Re-election,2023.0,5520.0,7543.0
51012,2004.0,27161.0,G,PRES,Republican President Re-election,4179.0,5457.0,9636.0
51013,2008.0,27161.0,G,PRES,Open Seat,4401.0,5211.0,9612.0
51014,2012.0,27161.0,G,PRES,Democratic President Re-election,4370.0,5116.0,9486.0
51015,2016.0,27161.0,G,PRES,Open Seat,2838.0,5967.0,8805.0
51016,2020.0,27161.0,G,PRES,Republican President Re-election,3496.0,6624.0,10120.0
51051,2004.0,27163.0,G,PRES,Republican President Re-election,61395.0,65751.0,127146.0
51052,2008.0,27163.0,G,PRES,Open Seat,70277.0,64334.0,134611.0
51053,2012.0,27163.0,G,PRES,Democratic President Re-election,70203.0,69137.0,139340.0
51054,2016.0,27163.0,G,PRES,Open Seat,67086.0,64428.0,131514.0
51055,2020.0,27163.0,G,PRES,Republican President Re-election,89165.0,73764.0,162929.0
51090,2004.0,27165.0,G,PRES,Republican President Re-election,2514.0,2970.0,5484.0
51091,2008.0,27165.0,G,PRES,Open Seat,2562.0,2526.0,5088.0
51092,2012.0,27165.0,G,PRES,Democratic President Re-election,2494.0,2517.0,5011.0
51093,2016.0,27165.0,G,PRES,Open Seat,1814.0,2768.0,4582.0
51094,2020.0,27165.0,G,PRES,Republican President Re-election,1987.0,3103.0,5090.0
51129,2004.0,27167.0,G,PRES,Republican President Re-election,1169.0,2303.0,3472.0
51130,2008.0,27167.0,G,PRES,Open Seat,1550.0,1786.0,3336.0
51131,2012.0,27167.0,G,PRES,Democratic President Re-election,1258.0,1884.0,3142.0
51132,2016.0,27167.0,G,PRES,Open Seat,893.0,2129.0,3022.0
51133,2020.0,27167.0,G,PRES,Republican President Re-election,1026.0,2328.0,3354.0
51168,2004.0,27169.0,G,PRES,Republican President Re-election,14231.0,12686.0,26917.0
51169,2008.0,27169.0,G,PRES,Open Seat,16308.0,10975.0,27283.0
51170,2012.0,27169.0,G,PRES,Democratic President Re-election,14980.0,11480.0,26460.0
51171,2016.0,27169.0,G,PRES,Open Seat,11366.0,12122.0,23488.0
51172,2020.0,27169.0,G,PRES,Republican President Re-election,13333.0,13227.0,26560.0
51207,2004.0,27171.0,G,PRES,Republican President Re-election,22618.0,36176.0,58794.0
51208,2008.0,27171.0,G,PRES,Open Seat,26343.0,37779.0,64122.0
51209,2012.0,27171.0,G,PRES,Democratic President Re-election,25741.0,40466.0,66207.0
51210,2016.0,27171.0,G,PRES,Open Seat,20334.0,43274.0,63608.0
51211,2020.0,27171.0,G,PRES,Republican President Re-election,28430.0,51973.0,80403.0
51245,2004.0,27173.0,G,PRES,Republican President Re-election,2799.0,2878.0,5677.0
51246,2008.0,27173.0,G,PRES,Open Seat,2816.0,2579.0,5395.0
51247,2012.0,27173.0,G,PRES,Democratic President Re-election,2465.0,2806.0,5271.0
51248,2016.0,27173.0,G,PRES,Open Seat,1524.0,3382.0,4906.0
51249,2020.0,27173.0,G,PRES,Republican President Re-election,1688.0,3734.0,5422.0
51283,2004.0,28001.0,G,PRES,Republican President Re-election,8423.0,6996.0,15419.0
51284,2008.0,28001.0,G,PRES,Open Seat,9021.0,6566.0,15587.0
51285,2012.0,28001.0,G,PRES,Democratic President Re-election,9061.0,6293.0,15354.0
51286,2016.0,28001.0,G,PRES,Open Seat,7757.0,5874.0,13631.0
51287,2020.0,28001.0,G,PRES,Republican President Re-election,7917.0,5696.0,13613.0
51321,2004.0,28003.0,G,PRES,Republican President Re-election,5454.0,8634.0,14088.0
51322,2008.0,28003.0,G,PRES,Open Seat,4130.0,10805.0,14935.0
51323,2012.0,28003.0,G,PRES,Democratic President Re-election,3511.0,11111.0,14622.0
51324,2016.0,28003.0,G,PRES,Open Seat,2684.0,11819.0,14503.0
51325,2020.0,28003.0,G,PRES,Republican President Re-election,2782.0,12818.0,15600.0
51359,2004.0,28005.0,G,PRES,Republican President Re-election,3012.0,4147.0,7159.0
51360,2008.0,28005.0,G,PRES,Open Seat,3348.0,4245.0,7593.0
51361,2012.0,28005.0,G,PRES,Democratic President Re-election,3242.0,4414.0,7656.0
51362,2016.0,28005.0,G,PRES,Open Seat,2697.0,4289.0,6986.0
51363,2020.0,28005.0,G,PRES,Republican President Re-election,2620.0,4503.0,7123.0
51397,2004.0,28007.0,G,PRES,Republican President Re-election,3145.0,5014.0,8159.0
51398,2008.0,28007.0,G,PRES,Open Seat,3849.0,5273.0,9122.0
51399,2012.0,28007.0,G,PRES,Democratic President Re-election,3927.0,5126.0,9053.0
51400,2016.0,28007.0,G,PRES,Open Seat,3242.0,4897.0,8139.0
51401,2020.0,28007.0,G,PRES,Republican President Re-election,3542.0,5178.0,8720.0
51435,2004.0,28009.0,G,PRES,Republican President Re-election,2245.0,1969.0,4214.0
51436,2008.0,28009.0,G,PRES,Open Seat,2227.0,2329.0,4556.0
51437,2012.0,28009.0,G,PRES,Democratic President Re-election,2051.0,2041.0,4092.0
51438,2016.0,28009.0,G,PRES,Open Seat,1719.0,2251.0,3970.0
51439,2020.0,28009.0,G,PRES,Republican President Re-election,1679.0,2570.0,4249.0
51473,2004.0,28011.0,G,PRES,Republican President Re-election,9631.0,5535.0,15166.0
51474,2008.0,28011.0,G,PRES,Open Seat,10334.0,4891.0,15225.0
51475,2012.0,28011.0,G,PRES,Democratic President Re-election,10582.0,4701.0,15283.0
51476,2016.0,28011.0,G,PRES,Open Seat,9046.0,4590.0,13636.0
51477,2020.0,28011.0,G,PRES,Republican President Re-election,8904.0,4671.0,13575.0
51511,2004.0,28013.0,G,PRES,Republican President Re-election,2234.0,4131.0,6365.0
51512,2008.0,28013.0,G,PRES,Open Seat,2522.0,4467.0,6989.0
51513,2012.0,28013.0,G,PRES,Democratic President Re-election,2586.0,4412.0,6998.0
51514,2016.0,28013.0,G,PRES,Open Seat,1910.0,4390.0,6300.0
51515,2020.0,28013.0,G,PRES,Republican President Re-election,1902.0,4625.0,6527.0
51549,2004.0,28015.0,G,PRES,Republican President Re-election,1900.0,3664.0,5564.0
51550,2008.0,28015.0,G,PRES,Open Seat,2037.0,3902.0,5939.0
51551,2012.0,28015.0,G,PRES,Democratic President Re-election,2007.0,3960.0,5967.0
51552,2016.0,28015.0,G,PRES,Open Seat,1680.0,3799.0,5479.0
51553,2020.0,28015.0,G,PRES,Republican President Re-election,1729.0,3924.0,5653.0
51587,2004.0,28017.0,G,PRES,Republican President Re-election,4078.0,4193.0,8271.0
51588,2008.0,28017.0,G,PRES,Open Seat,4588.0,4395.0,8983.0
51589,2012.0,28017.0,G,PRES,Democratic President Re-election,4378.0,3994.0,8372.0
51590,2016.0,28017.0,G,PRES,Open Seat,3649.0,4127.0,7776.0
51591,2020.0,28017.0,G,PRES,Republican President Re-election,3810.0,4175.0,7985.0
51625,2004.0,28019.0,G,PRES,Republican President Re-election,1366.0,2694.0,4060.0
51626,2008.0,28019.0,G,PRES,Open Seat,1459.0,2624.0,4083.0
51627,2012.0,28019.0,G,PRES,Democratic President Re-election,1428.0,2812.0,4240.0
51628,2016.0,28019.0,G,PRES,Open Seat,1218.0,2788.0,4006.0
51629,2020.0,28019.0,G,PRES,Republican President Re-election,1185.0,3001.0,4186.0
51663,2004.0,28021.0,G,PRES,Republican President Re-election,4362.0,950.0,5312.0
51664,2008.0,28021.0,G,PRES,Open Seat,4682.0,748.0,5430.0
51665,2012.0,28021.0,G,PRES,Democratic President Re-election,4838.0,625.0,5463.0
51666,2016.0,28021.0,G,PRES,Open Seat,3708.0,540.0,4248.0
51667,2020.0,28021.0,G,PRES,Republican President Re-election,3772.0,603.0,4375.0
51701,2004.0,28023.0,G,PRES,Republican President Re-election,2402.0,5068.0,7470.0
51702,2008.0,28023.0,G,PRES,Open Seat,3121.0,5229.0,8350.0
51703,2012.0,28023.0,G,PRES,Democratic President Re-election,3111.0,5049.0,8160.0
51704,2016.0,28023.0,G,PRES,Open Seat,2585.0,5137.0,7722.0
51705,2020.0,28023.0,G,PRES,Republican President Re-election,2838.0,5417.0,8255.0
51739,2004.0,28025.0,G,PRES,Republican President Re-election,4753.0,4342.0,9095.0
51740,2008.0,28025.0,G,PRES,Open Seat,6558.0,4466.0,11024.0
51741,2012.0,28025.0,G,PRES,Democratic President Re-election,6712.0,4291.0,11003.0
51742,2016.0,28025.0,G,PRES,Open Seat,5722.0,4150.0,9872.0
51743,2020.0,28025.0,G,PRES,Republican President Re-election,5844.0,4181.0,10025.0
51777,2004.0,28027.0,G,PRES,Republican President Re-election,6805.0,3676.0,10481.0
51778,2008.0,28027.0,G,PRES,Open Seat,7597.0,2917.0,10514.0
51779,2012.0,28027.0,G,PRES,Democratic President Re-election,7792.0,2712.0,10504.0
51780,2016.0,28027.0,G,PRES,Open Seat,6378.0,2426.0,8804.0
51781,2020.0,28027.0,G,PRES,Republican President Re-election,6020.0,2375.0,8395.0
51815,2004.0,28029.0,G,PRES,Republican President Re-election,4961.0,6374.0,11335.0
51816,2008.0,28029.0,G,PRES,Open Seat,7710.0,6701.0,14411.0
51817,2012.0,28029.0,G,PRES,Democratic President Re-election,7749.0,6282.0,14031.0
51818,2016.0,28029.0,G,PRES,Open Seat,6741.0,6103.0,12844.0
51819,2020.0,28029.0,G,PRES,Republican President Re-election,6470.0,6250.0,12720.0
51853,2004.0,28031.0,G,PRES,Republican President Re-election,3158.0,5044.0,8202.0
51854,2008.0,28031.0,G,PRES,Open Seat,3852.0,5523.0,9375.0
51855,2012.0,28031.0,G,PRES,Democratic President Re-election,3878.0,5405.0,9283.0
51856,2016.0,28031.0,G,PRES,Open Seat,3276.0,5435.0,8711.0
51857,2020.0,28031.0,G,PRES,Republican President Re-election,3416.0,5854.0,9270.0
51891,2004.0,28033.0,G,PRES,Republican President Re-election,13583.0,36306.0,49889.0
51892,2008.0,28033.0,G,PRES,Open Seat,19627.0,44222.0,63849.0
51893,2012.0,28033.0,G,PRES,Democratic President Re-election,21575.0,43559.0,65134.0
51894,2016.0,28033.0,G,PRES,Open Seat,19892.0,42155.0,62047.0
51895,2020.0,28033.0,G,PRES,Republican President Re-election,28265.0,46462.0,74727.0
51920,2004.0,28035.0,G,PRES,Republican President Re-election,10220.0,16318.0,26538.0
51921,2008.0,28035.0,G,PRES,Open Seat,11622.0,15296.0,26918.0
51922,2012.0,28035.0,G,PRES,Democratic President Re-election,13272.0,16574.0,29846.0
51923,2016.0,28035.0,G,PRES,Open Seat,11716.0,15461.0,27177.0
51924,2020.0,28035.0,G,PRES,Republican President Re-election,13755.0,17290.0,31045.0
